index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
906	906	906	crowd:upward_monotone					she planted some pansies in the flower bed.	she planted some dwarf pansies in the flower bed.						neutral
907	907	907	crowd:upward_monotone					she planted some dwarf pansies in the flower bed.	she planted some pansies in the flower bed.						entailment
908	908	908	crowd:upward_monotone:lexical_knowledge					coventry is a city in the uk.	london is a city in the uk.						neutral
909	909	909	crowd:upward_monotone:lexical_knowledge					coventry is a city in the uk.	aberdeen is a city in the uk.						neutral
910	910	910	crowd:upward_monotone:lexical_knowledge					coventry is a city in the uk.	belfast is a city in the uk.						neutral
911	911	911	crowd:upward_monotone:lexical_knowledge					coventry is a city in the uk.	londres is a city in the uk.						neutral
912	912	912	crowd:upward_monotone:lexical_knowledge					coventry is a city in the uk.	bradford is a city in the uk.						neutral
913	913	913	crowd:upward_monotone:lexical_knowledge					coventry is a city in the uk.	liverpool is a city in the uk.						neutral
914	914	914	crowd:upward_monotone:lexical_knowledge					let 's listen to some chopin.	let 's listen to some schubert.						neutral
915	915	915	crowd:upward_monotone					a truck was standing in the middle of the road.	a green solor gandola was standing in the middle of the road.						neutral
916	916	916	crowd:upward_monotone:lexical_knowledge					a truck was standing in the middle of the road.	a bus was standing in the middle of the road.						neutral
917	917	917	crowd:upward_monotone:lexical_knowledge					tom made a peanut butter and jelly sandwich.	tom made a mani cream and jelly sandwich.						neutral
918	918	918	crowd:upward_monotone:lexical_knowledge:conjunction					tom made a peanut butter and jelly sandwich.	tom made a tasty coffee and i accompanied it with bread and peanut butter.						neutral
919	919	919	crowd:upward_monotone:lexical_knowledge					a cat abhors a vacuum.	a cat abhors a hiatus.						neutral
920	920	920	crowd:upward_monotone:lexical_knowledge					i bought a few eggs and a little milk.	i bought some eggs and some meat.						neutral
921	921	921	crowd:upward_monotone					i was in new york for a few days.	i was in new york city with my boyfriend for a few days.						neutral
922	922	922	crowd:upward_monotone					i was in new york with my boyfriend for a few days.	i was in new york city for a few days.						entailment
923	923	923	crowd:upward_monotone					i was in new york for a few days.	i was in new york country club for a few days.						neutral
924	924	924	crowd:upward_monotone					i was in new york country club for a few days.	i was in new york for a few days.						entailment
925	925	925	crowd:upward_monotone:conjunction					mr yamaha gave some walnuts to a beggar.	mr yamaha gave some walnuts and money to a beggar.						neutral
926	926	926	crowd:upward_monotone:conjunction					mr yamaha gave some walnuts and money to a beggar.	mr yamaha gave some walnuts to a beggar.						entailment
927	927	927	crowd:upward_monotone:lexical_knowledge					tom is wearing a hearing aid.	tom is wearing a special outfit.						neutral
928	928	928	crowd:upward_monotone:lexical_knowledge					tom is wearing a hearing aid.	tom is wearing a dress suit.						neutral
929	929	929	crowd:upward_monotone:lexical_knowledge					tom is wearing a hearing aid.	tom is wearing a uniform.						neutral
930	930	930	crowd:upward_monotone:conjunction					tom can also speak some french.	tom can also speak some french and spanish.						neutral
931	931	931	crowd:upward_monotone:conjunction					tom can also speak some french and spanish.	tom can also speak some french.						entailment
932	932	932	crowd:upward_monotone:conjunction					sekkura is a qualified chef.	sekkura is a qualified chef and baker.						neutral
933	933	933	crowd:upward_monotone:conjunction					sekkura is a qualified chef and baker.	sekkura is a qualified chef.						entailment
934	934	934	crowd:upward_monotone:lexical_knowledge					sekkura is a qualified chef.	sekkura is a qualified dough puncher.						neutral
935	935	935	crowd:upward_monotone					there is some milk in the fridge.	there is some chocolate milk in the fridge.						neutral
936	936	936	crowd:upward_monotone					there is some milk in the fridge.	there is some goat milk in the fridge.						neutral
937	937	937	crowd:upward_monotone					there is some goat milk in the fridge.	there is some milk in the fridge.						entailment
938	938	938	crowd:upward_monotone:lexical_knowledge					a dog chased a cat.	a dog chased a dog.						neutral
939	939	939	crowd:upward_monotone					he sang some old songs.	he sang some old country songs.						neutral
940	940	940	crowd:upward_monotone					he sang some old country songs.	he sang some old songs.						entailment
941	941	941	crowd:upward_monotone					he sang some old songs.	he sang some old songs that remind me of you.						neutral
942	942	942	crowd:upward_monotone					he sang some old songs that remind me of you.	he sang some old songs.						entailment
943	943	943	crowd:upward_monotone					my brother works in a bank.	my brother works in a very big bank.						neutral
944	944	944	crowd:upward_monotone					my brother works in a very big bank.	my brother works in a bank.						entailment
945	945	945	crowd:upward_monotone:lexical_knowledge					my brother works in a bank.	my brother works in a big company.						neutral
946	946	946	crowd:upward_monotone:lexical_knowledge					my brother works in a bank.	my brother works in a huge project.						neutral
947	947	947	crowd:upward_monotone:lexical_knowledge					my brother works in a bank.	my brother works in an armchair all day.						neutral
948	948	948	crowd:upward_monotone:lexical_knowledge					my brother works in a bank.	my brother works in an armchair serving people.						neutral
949	949	949	crowd:upward_monotone					tom has a swiss bank account.	tom has a swiss bank account with no money.						neutral
950	950	950	crowd:upward_monotone					tom has a swiss bank account with no money.	tom has a swiss bank account.						entailment
951	951	951	crowd:upward_monotone:lexical_knowledge					this hospital has a lot of new equipment.	this office has a lot of new desks.						neutral
952	952	952	crowd:upward_monotone					there 's a hole in this sock.	there 's a small hole in this sock.						neutral
953	953	953	crowd:upward_monotone					there 's a small hole in this sock.	there 's a hole in this sock.						entailment
954	954	954	crowd:upward_monotone:lexical_knowledge					he was sharpening a knife.	he was sharpening a cutter.						neutral
955	955	955	crowd:upward_monotone					tom put a bunch of letters on mary 's desk.	tom put a little bunch of letters on mary 's desk.						neutral
956	956	956	crowd:upward_monotone					tom put a little bunch of letters on mary 's desk.	tom put a bunch of letters on mary 's desk.						entailment
957	957	957	crowd:upward_monotone:lexical_knowledge					lucy can not use chopsticks.	many people can not use chopsticks.						neutral
958	958	958	crowd:upward_monotone:lexical_knowledge					lucy can not use chopsticks.	babies can not use chopsticks.						neutral
959	959	959	crowd:upward_monotone:lexical_knowledge					a doctor examined mr. brown.	a surgeon examined mr. brown.						neutral
960	960	960	crowd:upward_monotone					tom left his wife a fortune.	tom left his wife a fortune so she can travel.						neutral
961	961	961	crowd:upward_monotone					they eat a lot of rice.	they eat a lot of fried rice.						neutral
962	962	962	crowd:upward_monotone					they eat a lot of fried rice.	they eat a lot of rice.						entailment
963	963	963	crowd:upward_monotone					they eat a lot of rice.	they eat a lot of black rice.						neutral
964	964	964	crowd:upward_monotone					they eat a lot of black rice.	they eat a lot of rice.						entailment
965	965	965	crowd:upward_monotone					vladivostok is a city in russia.	vladivostok is a city in russia nearby golden horn bay.						neutral
966	966	966	crowd:upward_monotone					vladivostok is a city in russia nearby golden horn bay.	vladivostok is a city in russia.						entailment
967	967	967	crowd:upward_monotone					i had a tooth pulled.	i had a bad tooth pulled.						neutral
968	968	968	crowd:upward_monotone					i had a bad tooth pulled.	i had a tooth pulled.						entailment
969	969	969	crowd:upward_monotone					i had a tooth pulled.	i had a decayed tooth pulled.						neutral
970	970	970	crowd:upward_monotone					i had a decayed tooth pulled.	i had a tooth pulled.						entailment
971	971	971	crowd:upward_monotone:lexical_knowledge					he owns a private jet.	he owns a private home.						neutral
972	972	972	crowd:upward_monotone:lexical_knowledge					he owns a private jet.	he owns a private helicopter.						neutral
973	973	973	crowd:upward_monotone:lexical_knowledge					i had a cup of coffee at the coffee shop.	i had a pitcher of coffee at the coffee shop.						neutral
974	974	974	crowd:upward_monotone:lexical_knowledge					i had a cup of coffee at the coffee shop.	i had a grain of coffee at the coffee shop.						neutral
975	975	975	crowd:upward_monotone					thursday , we will go to a swimming pool.	thursday , we will go to a house with a swimming pool.						neutral
976	976	976	crowd:upward_monotone					thursday , we will go to a house with a swimming pool.	thursday , we will go to a swimming pool.						entailment
977	977	977	crowd:upward_monotone					a lot of insects are chirping in the field.	a lot of annoying insects are chirping in the field.						neutral
978	978	978	crowd:upward_monotone					a lot of annoying insects are chirping in the field.	a lot of insects are chirping in the field.						entailment
979	979	979	crowd:upward_monotone:lexical_knowledge					there are some bags in the room.	there are some backpacks in the room.						neutral
980	980	980	crowd:upward_monotone					there are some bags in the room.	there are some big bags in the room.						neutral
981	981	981	crowd:upward_monotone					there are some big bags in the room.	there are some bags in the room.						entailment
982	982	982	crowd:upward_monotone:lexical_knowledge					there are some bags in the room.	there are some containers in the room.						neutral
983	983	983	crowd:upward_monotone:conjunction					that guy is a bully.	that guy is a coward and a bully.						neutral
984	984	984	crowd:upward_monotone:conjunction					that guy is a coward and a bully.	that guy is a bully.						entailment
985	985	985	crowd:upward_monotone:reverse					he did nothing but cry.	he did nothing yesterday but cry.						neutral
986	986	986	crowd:upward_monotone:reverse					he did nothing yasterday but cry.	he did nothing but cry.						entailment
987	987	987	crowd:upward_monotone:lexical_knowledge					today did n't go well.	tomorrow did n't go well.						neutral
988	988	988	crowd:upward_monotone:lexical_knowledge					today did n't go well.	match day did n't go well.						neutral
989	989	989	crowd:upward_monotone:lexical_knowledge					today did n't go well.	math exam did n't go well.						neutral
990	990	990	crowd:upward_monotone:lexical_knowledge					today did n't go well.	the meeting did n't go well.						neutral
991	991	991	crowd:upward_monotone:conjunction					all the passengers are in mortal danger.	all the passengers are in mortal danger and fear.						neutral
992	992	992	crowd:upward_monotone:conjunction					all the passengers are in mortal danger and fear.	all the passengers are in mortal danger.						entailment
993	993	993	crowd:upward_monotone					all the passengers are in mortal danger.	all the passengers are in mortal danger as long as they are in the plane.						neutral
994	994	994	crowd:upward_monotone					all the passengers are in mortal danger.	all animals are in danger of death.						neutral
995	995	995	crowd:upward_monotone					all the passengers are in mortal danger.	all the passengers are almost in danger of death.						neutral
996	996	996	crowd:upward_monotone					some important papers are missing from the files.	some important documents on criminal proceedings are missing from the files.						neutral
997	997	997	crowd:upward_monotone					some important documents on criminal proceedings are missing from the files.	some important papers are missing from the files.						entailment
998	998	998	crowd:upward_monotone:lexical_knowledge					some large birds prey upon small birds and animals.	some large owls prey upon small birds and animals.						neutral
999	999	999	crowd:upward_monotone:conjunction					some large birds hunt and prey upon small birds and animals.	some large birds prey upon small birds and animals.						entailment
1000	1000	1000	crowd:upward_monotone:conjunction					some large birds prey upon small birds and animals.	some large birds hunt and prey upon small birds and animals.						neutral
1001	1001	1001	crowd:upward_monotone					i think that most young people prefer to listen to rock music.	i think that most young people prefer to listen to rock music from 60s.						neutral
1002	1002	1002	crowd:upward_monotone					i think that most young people prefer to listen to rock music from 60s.	i think that most young people prefer to listen to rock music.						entailment
1003	1003	1003	crowd:upward_monotone:lexical_knowledge					lucia does n't have a brother.	maria does n't have a brother.						neutral
1004	1004	1004	crowd:upward_monotone:lexical_knowledge					lucia does n't have a brother.	rose does n't have a brother.						neutral
1005	1005	1005	crowd:upward_monotone					women did n't care for him.	familiar girls did n't care for him.						neutral
1006	1006	1006	crowd:upward_monotone:conjunction					women did n't care for him.	women and men did n't care for him.						neutral
1007	1007	1007	crowd:upward_monotone:conjunction					women and men did n't care for him.	women did n't care for him.						entailment
1008	1008	1008	crowd:upward_monotone:reverse:lexical_knowledge					that team has nothing but strong players.	that team has nothing but strong workers.						neutral
1009	1009	1009	crowd:upward_monotone:lexical_knowledge					jack made no mistakes in the math test.	the young man made no mistakes in the math test.						neutral
1010	1010	1010	crowd:upward_monotone:reverse:conjunction					dogs have all the good qualities of people without at the same time possessing their weaknesses.	dogs and cats have all the good qualities of people without at the same time possessing their weaknesses.						neutral
1011	1011	1011	crowd:upward_monotone:reverse:conjunction					dogs and cats have all the good qualities of people without at the same time possessing their weaknesses.	dogs have all the good qualities of people without at the same time possessing their weaknesses.						entailment
1012	1012	1012	crowd:upward_monotone:reverse:conjunction					dogs have all the good qualities of people without at the same time possessing their weaknesses.	dogs and all pets have all the good qualities of people without at the same time possessing their weaknesses.						neutral
1013	1013	1013	crowd:upward_monotone:reverse:conjunction					dogs and all pets have all the good qualities of people without at the same time possessing their weaknesses.	dogs have all the good qualities of people without at the same time possessing their weaknesses.						entailment
1014	1014	1014	crowd:upward_monotone:lexical_knowledge					war is not a natural disaster like an earthquake or a tsunami.	extermination is not a natural disaster like an earthquake or a tsunami.						neutral
1015	1015	1015	crowd:upward_monotone:reverse:lexical_knowledge					nothing is to be seen but water.	nothing is to be seen but a lot of books.						neutral
1016	1016	1016	crowd:upward_monotone					some boys at school make fun of me.	some boys at school library make fun of me.						neutral
1017	1017	1017	crowd:upward_monotone					some boys at school library make fun of me.	some boys at school make fun of me.						entailment
1018	1018	1018	crowd:upward_monotone					some boys at school make fun of me.	some boys at my french school make fun of me.						neutral
1019	1019	1019	crowd:upward_monotone					some boys at my french school make fun of me.	some boys at school make fun of me.						entailment
1020	1020	1020	crowd:upward_monotone:lexical_knowledge					some flowers bloom in spring and others in autumn.	some flowers bloom in windy season and others in autumn.						neutral
1021	1021	1021	crowd:upward_monotone					it was an afternoon truman would never forget.	it was an afternoon summer truman would never forget.						neutral
1022	1022	1022	crowd:upward_monotone					it was an afternoon truman would never forget.	it was an afternoon forest truman would never forget.						neutral
1023	1023	1023	crowd:upward_monotone:conjunction					today i ca n't focus on my work.	today i'm nervous and i ca n't focus on my work.						neutral
1024	1024	1024	crowd:upward_monotone:lexical_knowledge					life is no bed of roses.	travel is no bed of roses.						neutral
1025	1025	1025	crowd:upward_monotone:lexical_knowledge					life is no bed of roses.	friendship is no bed of roses.						neutral
1026	1026	1026	crowd:upward_monotone:lexical_knowledge					life is no bed of roses.	relationships is no bed of roses.						neutral
1027	1027	1027	crowd:upward_monotone					speaking english is n't easy.	speaking with the boss is n't easy.						neutral
1028	1028	1028	crowd:upward_monotone					a car , you say ! he ca n't even afford to buy a sack of onions.	a lady inside the car , you say ! he ca n't even afford to buy a sack of onions.						neutral
1029	1029	1029	crowd:upward_monotone:lexical_knowledge					animals can not exist without air and water.	terrestrial creatures can not exist without air and water.						neutral
1030	1030	1030	crowd:upward_monotone:conjunction					animals can not exist without air and water.	animals and plants can not exist without air and water.						neutral
1031	1031	1031	crowd:upward_monotone:conjunction					animals and plants can not exist without air and water.	animals can not exist without air and water.						entailment
1032	1032	1032	crowd:upward_monotone:lexical_knowledge					every town in america has a library.	every town in america has a bank.						neutral
1033	1033	1033	crowd:upward_monotone:lexical_knowledge					every town in america has a library.	every town in america has a park.						neutral
1034	1034	1034	crowd:downward_monotone					almost no students get full marks in chinese classics.	almost no student obtains full grades for floras in chinese classics.						neutral
1035	1035	1035	crowd:downward_monotone					almost no students get full marks in chinese classics.	almost no student gets full grades for very poor performance in chinese classics.						neutral
1036	1036	1036	crowd:upward_monotone:lexical_knowledge					this semester i failed two students for plagiarism.	this semester i failed two students for low performance.						neutral
1037	1037	1037	crowd:upward_monotone:lexical_knowledge					this semester i failed two students for plagiarism.	this semester i failed two students for bad behavior.						neutral
1038	1038	1038	crowd:upward_monotone:conditionals					if i go to the party , i 'll take some bottles of wine.	if i go to the party , i 'll take some bottles of vintage wine.						neutral
1039	1039	1039	crowd:upward_monotone					i want a sandwich without cheese.	i want a piece of sushi without rice.						neutral
1040	1040	1040	crowd:upward_monotone					i want a sandwich without cheese.	i want a breakfast without eggs.						neutral
1041	1041	1041	crowd:upward_monotone					mayo is nothing but chemicals !.	cold mayo is nothing but chemicals !.						neutral
1042	1042	1042	crowd:upward_monotone					cold mayo is nothing but chemicals !.	mayo is nothing but chemicals !.						entailment
1043	1043	1043	crowd:upward_monotone:lexical_knowledge					that mayo is nothing but chemicals !.	that canned food is nothing but chemicals !.						neutral
1044	1044	1044	crowd:upward_monotone:lexical_knowledge					bill never argues with other people.	tom never argues with other people.						neutral
1045	1045	1045	crowd:upward_monotone					only adults may watch that film.	only male adults may watch that film.						neutral
1046	1046	1046	crowd:upward_monotone:lexical_knowledge					youth comes but once in life.	childhood comes but once in life.						neutral
1047	1047	1047	crowd:upward_monotone:lexical_knowledge					every day , my brother borrows a new book from the library.	every day , my brother borrows a new t-shirt from me.						neutral
1048	1048	1048	crowd:upward_monotone:conjunction					i work every day but sunday.	i work every day but on saturday and sunday.						neutral
1049	1049	1049	crowd:upward_monotone					every dog is a lion at home.	every dog is a great lion at home.						neutral
1050	1050	1050	crowd:upward_monotone					every dog is a great lion at home.	every dog is a lion at home.						entailment
1051	1051	1051	crowd:upward_monotone:conjunction					every dog is a lion at home.	every dog in the house is a lion and a guard.						neutral
1052	1052	1052	crowd:upward_monotone:conjunction					every dog is a lion and a guard at home.	every dog in the house is a lion at home.						entailment
1053	1053	1053	crowd:upward_monotone:lexical_knowledge					some british schools experimented with single-sex education.	some british universities experimented with single-sex education.						neutral
1054	1054	1054	crowd:upward_monotone:lexical_knowledge					some children swim in the ocean.	some young men swim in the ocean.						neutral
1055	1055	1055	crowd:upward_monotone					it is no use asking a favor of that man.	it is no use asking a favor of that cruel man.						neutral
1056	1056	1056	crowd:upward_monotone:conjunction					it is no use asking a favor of that man.	it is no use asking a favor of that man and his company.						neutral
1057	1057	1057	crowd:upward_monotone					nice flowers do n't yield good fruits.	nice big flowers do n't yield good fruits.						neutral
1058	1058	1058	crowd:upward_monotone:disjunction					i had no friends in boston.	i had no friends in boston or texas.						neutral
1059	1059	1059	crowd:upward_monotone					love is only an invention.	passionate love is only an invention.						neutral
1060	1060	1060	crowd:upward_monotone					passionate love is only an invention.	love is only an invention.						entailment
1061	1061	1061	crowd:upward_monotone:lexical_knowledge					some of my best friends are cops.	some of my best friends are troopers.						neutral
1062	1062	1062	crowd:upward_monotone:conjunction					some of my best friends are cops.	some of my best friends are cops and lawyers.						neutral
1063	1063	1063	crowd:upward_monotone:conjunction					some of my best friends are cops and lawyers.	some of my best friends are cops.						entailment
1064	1064	1064	crowd:upward_monotone:conjunction					some of my best friends are cops.	some of my best friends are cops and doctors.						neutral
1065	1065	1065	crowd:upward_monotone:conjunction					some of my best friends are cops and doctors.	some of my best friends are cops.						entailment
1066	1066	1066	crowd:upward_monotone:lexical_knowledge:conditionals					if the grain is bad , spice wo n't help.	if the grain is bad , flavoring wo n't help.						neutral
1067	1067	1067	crowd:upward_monotone:conjunction					all we can do is hope.	all we can do is hope and dream.						neutral
1068	1068	1068	crowd:upward_monotone					happiness has no taste without sadness.	teenage happiness has no taste without sadness.						neutral
1069	1069	1069	crowd:upward_monotone					happiness has no taste without sadness.	happiness in sport has no taste without sadness.						neutral
1070	1070	1070	crowd:upward_monotone:lexical_knowledge					some teachers have a great effect on their students.	some teachers have a great pressure on their students.						neutral
1071	1071	1071	crowd:upward_monotone:lexical_knowledge					some teachers have a great effect on their students.	some teachers have a great knowledge on their students.						neutral
1072	1072	1072	crowd:upward_monotone					she got hepatitis no wonder she is losing so much weight.	she got hepatitis for a long time no wonder she is losing so much weight.						neutral
1073	1073	1073	crowd:upward_monotone:lexical_knowledge					the hunter shot a fox.	the hunter shot a deer.						neutral
1074	1074	1074	crowd:upward_monotone:lexical_knowledge					the hunter shot a fox.	the hunter shot a bear.						neutral
1075	1075	1075	crowd:upward_monotone:lexical_knowledge					the hunter shot a fox.	the hunter shot a rabbit.						neutral
1076	1076	1076	crowd:upward_monotone:lexical_knowledge					the hunter shot a fox.	the hunter shot a partridge.						neutral
1077	1077	1077	crowd:upward_monotone:lexical_knowledge					the hunter shot a fox.	the hunter shot a widgeon.						neutral
1078	1078	1078	crowd:upward_monotone:lexical_knowledge					we play soccer every saturday.	we play basketball every saturday.						neutral
1079	1079	1079	crowd:upward_monotone:lexical_knowledge					he was wearing a mask.	he was wearing a blind.						neutral
1080	1080	1080	crowd:upward_monotone:lexical_knowledge					he was wearing a mask.	he was wearing a costume.						neutral
1081	1081	1081	crowd:upward_monotone:lexical_knowledge					he was wearing a mask.	he was wearing a camouflage.						neutral
1082	1082	1082	crowd:upward_monotone:lexical_knowledge					a cherry tree grows in a garden.	a tulip grows in a garden.						neutral
1083	1083	1083	crowd:upward_monotone:lexical_knowledge					a cherry tree grows in a garden.	a cherry tomato grows in a garden.						neutral
1084	1084	1084	crowd:upward_monotone:lexical_knowledge					he is suffering from a cold.	he is suffering from a chill.						neutral
1085	1085	1085	crowd:upward_monotone:lexical_knowledge					she offered me some marmalade.	she offered me some gelatin.						neutral
1086	1086	1086	crowd:upward_monotone					a large animal fled from the zoo.	a large furry animal fled from the zoo.						neutral
1087	1087	1087	crowd:upward_monotone					a large furry animal fled from the zoo.	a large animal fled from the zoo.						entailment
1088	1088	1088	crowd:upward_monotone:lexical_knowledge					he gave me a watch.	he gave me a clue.						neutral
1089	1089	1089	crowd:upward_monotone:conjunction					he gave me a watch.	he gave me a ring and a watch.						neutral
1090	1090	1090	crowd:upward_monotone:conjunction					he gave me a ring and a watch.	he gave me a watch.						entailment
1091	1091	1091	crowd:upward_monotone					i want to buy a dozen doughnuts.	i want to buy a dozen doughnuts to give them to my mom.						neutral
1092	1092	1092	crowd:upward_monotone					i want to buy a dozen doughnuts to give them to my mom.	i want to buy a dozen doughnuts.						entailment
1093	1093	1093	crowd:upward_monotone					the spider is spinning a web.	the spider is spinning a net on the wall of peter's room.						neutral
1094	1094	1094	crowd:upward_monotone					the spider is spinning a web on the wall of peter's room.	the spider is spinning a net.						entailment
1095	1095	1095	crowd:upward_monotone:conjunction					the spider is spinning a web.	the spider is spinning a very large and well-worked network.						neutral
1096	1096	1096	crowd:upward_monotone:conjunction					the spider is spinning a very large and well-worked network.	the spider is spinning a web.						entailment
1097	1097	1097	crowd:upward_monotone					the spider is spinning a web.	the spider is spinning a thick web.						neutral
1098	1098	1098	crowd:upward_monotone					the spider is spinning a thick web.	the spider is spinning a web.						entailment
1099	1099	1099	crowd:upward_monotone					i am spreading mustard on a slice of bread.	i am spreading mustard on a slice of whole wheat bread.						neutral
1100	1100	1100	crowd:upward_monotone					i am spreading mustard on a slice of whole wheat bread.	i am spreading mustard on a slice of bread.						entailment
1101	1101	1101	crowd:upward_monotone					i am spreading mustard on a slice of bread.	i am spreading mustard on a slice of ezekiel bread.						neutral
1102	1102	1102	crowd:upward_monotone:conjunction					i am spreading mustard on a slice of bread.	i am spreading mustard on a slice of bread and butter.						neutral
1103	1103	1103	crowd:upward_monotone:conjunction					i am spreading mustard on a slice of bread and butter.	i am spreading mustard on a slice of bread.						entailment
1104	1104	1104	crowd:upward_monotone					tom is dialling a number.	tom is dialling a local emergency number.						neutral
1105	1105	1105	crowd:upward_monotone					tom is dialling a local emergency number.	tom is dialling a number.						entailment
1106	1106	1106	crowd:upward_monotone					tom is dialling a number.	tom is dialling a police hotline number.						neutral
1107	1107	1107	crowd:upward_monotone					tom is dialling a police hotline number.	tom is dialling a number.						entailment
1108	1108	1108	crowd:upward_monotone					he has a daughter who is pretty.	he has a brave daughter who is pretty.						neutral
1109	1109	1109	crowd:upward_monotone					he has a brave daughter who is pretty.	he has a daughter who is pretty.						entailment
1110	1110	1110	crowd:upward_monotone					a north wind is blowing.	a north cold wind is blowing.						neutral
1111	1111	1111	crowd:upward_monotone					a north cold wind is blowing.	a north wind is blowing.						entailment
1112	1112	1112	crowd:upward_monotone:lexical_knowledge					tom is a skillful carpenter.	tom is a skillful furniture maker.						neutral
1113	1113	1113	crowd:upward_monotone:lexical_knowledge					tom is a skillful carpenter.	tom is a skillful artisan.						neutral
1114	1114	1114	crowd:upward_monotone:lexical_knowledge					tom is a skillful carpenter.	tom is a skillful inventor.						neutral
1115	1115	1115	crowd:upward_monotone					tom is a skillful carpenter.	tom is a skillful professional carpenter.						neutral
1116	1116	1116	crowd:upward_monotone					tom is a skillful professional carpenter.	tom is a skillful carpenter.						entailment
1117	1117	1117	crowd:upward_monotone:lexical_knowledge					there are a lot of tools in the box.	there are a lot of things in the box.						neutral
1118	1118	1118	crowd:upward_monotone:lexical_knowledge					there is a spoon missing.	there is a cutlery missing.						neutral
1119	1119	1119	crowd:upward_monotone					tom drinks milk every morning.	tom drinks a glass of cold milk every morning.						neutral
1120	1120	1120	crowd:upward_monotone					tom drinks a glass of cold milk every morning.	tom drinks milk every morning.						entailment
1121	1121	1121	crowd:upward_monotone					tom drinks milk every morning.	tom drinks warmed up milk every morning.						neutral
1122	1122	1122	crowd:upward_monotone					tom drinks warmed up milk every morning.	tom drinks milk every morning.						entailment
1123	1123	1123	crowd:upward_monotone:lexical_knowledge					tom drinks milk every morning.	tom drinks tea every morning.						neutral
1124	1124	1124	crowd:upward_monotone:lexical_knowledge					tom drinks milk every morning.	tom drinks coffee every morning.						neutral
1125	1125	1125	crowd:upward_monotone:conjunction					we 'll order a pizza.	we 'll order a pizza and a soda.						neutral
1126	1126	1126	crowd:upward_monotone:conjunction					we 'll order a pizza and a soda.	we 'll order a pizza.						entailment
1127	1127	1127	crowd:upward_monotone					tom gave his dog a bone.	tom gave his dog a bone for being a good boy.						neutral
1128	1128	1128	crowd:upward_monotone					tom gave his dog a bone for being a good boy.	tom gave his dog a bone.						entailment
1129	1129	1129	crowd:upward_monotone:lexical_knowledge					tom gave his dog a bone.	tom gave his dog a reward.						neutral
1130	1130	1130	crowd:upward_monotone					lucy ca n't use chopsticks.	the young girl lucy can’s use chopsticks.						neutral
1131	1131	1131	crowd:upward_monotone					the young girl lucy ca n't use chopsticks.	lucy can’s use chopsticks.						entailment
1132	1132	1132	crowd:upward_monotone:lexical_knowledge					a fierce battle took place at monte cassino.	a fierce discussion took place at monte cassino.						neutral
1133	1133	1133	crowd:upward_monotone					a fierce battle took place at monte cassino.	a fierce battle for the best seats took place at monte cassino.						neutral
1134	1134	1134	crowd:upward_monotone					a fierce battle for the best seats took place at monte cassino.	a fierce battle took place at monte cassino.						entailment
1135	1135	1135	crowd:upward_monotone					a fierce battle took place at monte cassino.	a fierce battle for the gold medal took place at monte cassino.						neutral
1136	1136	1136	crowd:upward_monotone					a fierce battle for the gold medal took place at monte cassino.	a fierce battle took place at monte cassino.						entailment
1137	1137	1137	crowd:upward_monotone:conjunction					she is holding a red flower.	she is holding a red and white flower.						neutral
1138	1138	1138	crowd:upward_monotone:lexical_knowledge					she is holding a red flower.	she is holding a red scarf.						neutral
1139	1139	1139	crowd:upward_monotone					i was in the hospital for a few days.	i was in the hospital for a few hard days.						neutral
1140	1140	1140	crowd:upward_monotone					i was in the hospital for a few hard days.	i was in the hospital for a few days.						entailment
1141	1141	1141	crowd:upward_monotone					i was in the hospital for a few days.	i was in the hospital for a few days last month.						neutral
1142	1142	1142	crowd:upward_monotone					i was in the hospital for a few days last month.	i was in the hospital for a few days.						entailment
1143	1143	1143	crowd:upward_monotone:lexical_knowledge					tom gave mary a foot massage.	tom gave mary a foot pedicure.						neutral
1144	1144	1144	crowd:upward_monotone:lexical_knowledge					tom gave mary a foot massage.	tom gave mary a foot rubbing.						neutral
1145	1145	1145	crowd:upward_monotone					tom gave mary a foot massage.	tom gave mary a foot warming massage.						neutral
1146	1146	1146	crowd:upward_monotone					tom gave mary a foot warming massage.	tom gave mary a foot massage.						entailment
1147	1147	1147	crowd:upward_monotone:lexical_knowledge					he added a little sugar to the coffee.	he added a little saccharin to the coffee.						neutral
1148	1148	1148	crowd:upward_monotone					miss klein gives a test every friday.	miss klein gives a physics test every friday.						neutral
1149	1149	1149	crowd:upward_monotone					miss klein gives a physics test every friday.	miss klein gives a test every friday.						entailment
1150	1150	1150	crowd:upward_monotone:npi:reverse					she is anything but a singer.	she is anything but a soprano singer.						neutral
1151	1151	1151	crowd:upward_monotone:npi:reverse					she is anything but a soprano singer.	she is anything but a singer.						entailment
1152	1152	1152	crowd:upward_monotone:npi:reverse					she is anything but a singer.	she is anything but a famous singer.						neutral
1153	1153	1153	crowd:upward_monotone:npi:reverse					she is anything but a famous singer.	she is anything but a singer.						entailment
1154	1154	1154	crowd:upward_monotone					susan made a dress for jill.	susan made a dress for jill for her wedding.						neutral
1155	1155	1155	crowd:upward_monotone					susan made a dress for jill for her wedding.	susan made a dress for jill.						entailment
1156	1156	1156	crowd:upward_monotone					susan made a dress for jill.	susan made a dress for jill to premiere on the day of her friend's wedding.						neutral
